"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 08/14/2024. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 3,608 Crashes containing 7,673 Units and 9,479 Persons"

"Filters Applied to current Query:"
"Crash Date Is Between  2023-04-01 00:00 and 2024-07-31 21:59"
"County Is Equal To DENTON"
"City Is Equal To DENTON"
"$1000 Damage to Any One Person's Property Is True "


"Crash ID","$1000 Damage to Any One Person's Property","Adjusted Average Daily Traffic Amount","City","Crash Date","Crash Severity","Crash Time","Date Scene Cleared","Manner of Collision","Road Class","Roadway Type","Speed Limit","Surface Condition","Time Scene Cleared","Weather Condition"
"19500285","Yes","67764","DENTON","2023-04-13","N - NOT INJURED","1100","2023-04-13","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1216","1 - CLEAR"
"19503990","Yes","54554","DENTON","2023-04-13","N - NOT INJURED","2032","2023-04-13","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","2055","1 - CLEAR"
"19503992","Yes","14763","DENTON","2023-04-13","N - NOT INJURED","2020","2023-04-13","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","2352","1 - CLEAR"
"19490671","Yes","20169","DENTON","2023-04-14","C - POSSIBLE INJURY","0839","2023-04-14","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","60","1 - DRY","0924","1 - CLEAR"
"19507161","Yes","67764","DENTON","2023-04-14","N - NOT INJURED","1608","2023-04-14","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1738","2 - CLOUDY"
"19492233","Yes","83664","DENTON","2023-04-15","N - NOT INJURED","0843","2023-04-15","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1000","1 - CLEAR"
"19492243","Yes","6817","DENTON","2023-04-15","N - NOT INJURED","0614","2023-04-15","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","55","1 - DRY","0745","1 - CLEAR"
"19495896","Yes","No Data","DENTON","2023-04-15","B - SUSPECTED MINOR INJURY","1805","2023-04-15","ONE MOTOR VEHICLE - TURNING LEFT","NON TRAFFICWAY","No Data","5","1 - DRY","1907","1 - CLEAR"
"19497800","Yes","11942","DENTON","2023-04-15","N - NOT INJURED","1149","2023-04-15","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","55","1 - DRY","1239","1 - CLEAR"
"19497804","Yes","104418","DENTON","2023-04-15","N - NOT INJURED","1350","2023-04-15","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1350","1 - CLEAR"
"19498952","Yes","68144","DENTON","2023-04-15","99 - UNKNOWN","2130","2023-04-16","ONE MOTOR VEHICLE - OTHER","INTERSTATE","4 OR MORE LANES, DIVIDED","55","99 - UNKNOWN","0430","2 - CLOUDY"
"19498989","Yes","14654","DENTON","2023-04-15","N - NOT INJURED","1842","2023-04-15","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1929","1 - CLEAR"
"19501080","Yes","No Data","DENTON","2023-04-15","99 - UNKNOWN","2053","2023-04-15","ONE MOTOR VEHICLE - TURNING RIGHT","NON TRAFFICWAY","No Data","30","1 - DRY","2240","1 - CLEAR"
"19510396","Yes","83664","DENTON","2023-04-15","B - SUSPECTED MINOR INJURY","0155","2023-04-15","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0300","1 - CLEAR"
"19526288","Yes","No Data","DENTON","2023-04-15","C - POSSIBLE INJURY","2015","2023-04-15","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","FARM TO MARKET","No Data","35","1 - DRY","2135","1 - CLEAR"
"19498053","Yes","84501","DENTON","2023-04-16","N - NOT INJURED","1326","2023-04-16","SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1405","1 - CLEAR"
"19498948","Yes","No Data","DENTON","2023-04-16","B - SUSPECTED MINOR INJURY","1936","2023-04-16","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","30","1 - DRY","2027","1 - CLEAR"
"19498990","Yes","No Data","DENTON","2023-04-16","N - NOT INJURED","2101","2023-04-16","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","NON TRAFFICWAY","No Data","-1","1 - DRY","2210","1 - CLEAR"
"19509486","Yes","4605","DENTON","2023-04-16","C - POSSIBLE INJURY","1137","2023-04-16","ANGLE - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","2 LANE, 2 WAY","60","1 - DRY","1249","1 - CLEAR"
"19510416","Yes","No Data","DENTON","2023-04-16","N - NOT INJURED","1806","2023-04-16","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","No Data","45","1 - DRY","1849","1 - CLEAR"
"19495261","Yes","No Data","DENTON","2023-04-17","B - SUSPECTED MINOR INJURY","1355","2023-04-17","ONE MOTOR VEHICLE - GOING STRAIGHT","NON TRAFFICWAY","No Data","-1","1 - DRY","1546","1 - CLEAR"
"19496442","Yes","26619","DENTON","2023-04-17","N - NOT INJURED","1100","2023-04-17","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1136","1 - CLEAR"
"19503509","Yes","No Data","DENTON","2023-04-17","C - POSSIBLE INJURY","1824","2023-04-17","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","2 - WET","1905","1 - CLEAR"
"19503520","Yes","84501","DENTON","2023-04-17","N - NOT INJURED","0913","2023-04-17","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1000","1 - CLEAR"
"19503523","Yes","84501","DENTON","2023-04-17","N - NOT INJURED","1618","2023-04-17","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1656","1 - CLEAR"
"19504015","Yes","No Data","DENTON","2023-04-17","B - SUSPECTED MINOR INJURY","1911","2023-04-17","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","40","1 - DRY","1955","1 - CLEAR"
"19504016","Yes","No Data","DENTON","2023-04-17","N - NOT INJURED","1645","2023-04-17","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","45","1 - DRY","2210","1 - CLEAR"
"19504018","Yes","7192","DENTON","2023-04-17","N - NOT INJURED","2302","2023-04-18","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","0016","1 - CLEAR"
"19528138","Yes","67764","DENTON","2023-04-17","N - NOT INJURED","1624","2023-04-17","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1654","1 - CLEAR"
"19496475","Yes","67764","DENTON","2023-04-18","N - NOT INJURED","1046","2023-04-18","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1100","1 - CLEAR"
"19496476","Yes","No Data","DENTON","2023-04-18","N - NOT INJURED","1111","2023-04-18","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1154","2 - CLOUDY"
"19498111","Yes","104418","DENTON","2023-04-18","N - NOT INJURED","0755","2023-04-18","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","0755","1 - CLEAR"
"19498112","Yes","No Data","DENTON","2023-04-18","N - NOT INJURED","0718","2023-04-18","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","-1","1 - DRY","0828","1 - CLEAR"
"19498113","Yes","No Data","DENTON","2023-04-18","N - NOT INJURED","1243","2023-04-18","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","CITY STREET","No Data","35","1 - DRY","1335","1 - CLEAR"
"19503510","Yes","99402","DENTON","2023-04-18","C - POSSIBLE INJURY","1634","2023-04-18","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1710","2 - CLOUDY"
"19504019","Yes","No Data","DENTON","2023-04-18","N - NOT INJURED","1712","2023-04-18","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","No Data","70","1 - DRY","1739","1 - CLEAR"
"19504020","Yes","No Data","DENTON","2023-04-18","N - NOT INJURED","1852","2023-04-18","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","No Data","50","1 - DRY","2009","1 - CLEAR"
"19505987","Yes","No Data","DENTON","2023-04-18","C - POSSIBLE INJURY","1433","2023-04-18","ANGLE - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","No Data","30","1 - DRY","1520","2 - CLOUDY"
"19505997","Yes","No Data","DENTON","2023-04-18","N - NOT INJURED","1616","2023-04-18","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","25","1 - DRY","1629","1 - CLEAR"
"19510929","Yes","27980","DENTON","2023-04-18","B - SUSPECTED MINOR INJURY","0959","2023-04-18","ONE MOTOR VEHICLE - TURNING LEFT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","1044","1 - CLEAR"
"19498100","Yes","No Data","DENTON","2023-04-19","N - NOT INJURED","0800","2023-04-19","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","25","1 - DRY","0825","1 - CLEAR"
"19498571","Yes","No Data","DENTON","2023-04-19","N - NOT INJURED","1505","2023-04-19","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","35","1 - DRY","1700","1 - CLEAR"
"19498627","Yes","83664","DENTON","2023-04-19","N - NOT INJURED","1546","2023-04-19","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1642","1 - CLEAR"
"19499080","Yes","No Data","DENTON","2023-04-19","N - NOT INJURED","1250","2023-04-19","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1333","1 - CLEAR"
"19506531","Yes","54554","DENTON","2023-04-19","N - NOT INJURED","1719","2023-04-19","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1807","1 - CLEAR"
"19510412","Yes","No Data","DENTON","2023-04-19","B - SUSPECTED MINOR INJURY","2325","2023-04-19","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","2359","1 - CLEAR"
"19500303","Yes","37438","DENTON","2023-04-20","N - NOT INJURED","0913","2023-04-20","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","50","1 - DRY","1046","1 - CLEAR"
"19500304","Yes","No Data","DENTON","2023-04-20","N - NOT INJURED","1219","2023-04-20","ONE MOTOR VEHICLE - TURNING LEFT","NON TRAFFICWAY","No Data","-1","1 - DRY","1408","1 - CLEAR"
"19501300","Yes","104418","DENTON","2023-04-20","N - NOT INJURED","1356","2023-04-20","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1356","1 - CLEAR"
"19506006","Yes","No Data","DENTON","2023-04-20","N - NOT INJURED","1231","2023-04-20","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1300","1 - CLEAR"
"19509911","Yes","13036","DENTON","2023-04-20","N - NOT INJURED","1830","2023-04-20","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1929","1 - CLEAR"
"19509924","Yes","No Data","DENTON","2023-04-20","N - NOT INJURED","2216","2023-04-20","OPPOSITE DIRECTION - ONE RIGHT TURN-ONE LEFT TURN","CITY STREET","No Data","35","1 - DRY","2305","1 - CLEAR"
"19511193","Yes","28551","DENTON","2023-04-20","N - NOT INJURED","1336","2023-04-20","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","4 OR MORE LANES, DIVIDED","45","1 - DRY","1451","1 - CLEAR"
"19547177","Yes","No Data","DENTON","2023-04-20","N - NOT INJURED","1623","2023-04-20","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","25","1 - DRY","1733","1 - CLEAR"
"19503525","Yes","84501","DENTON","2023-04-21","C - POSSIBLE INJURY","1637","2023-04-21","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","30","1 - DRY","1656","1 - CLEAR"
"19503526","Yes","27522","DENTON","2023-04-21","N - NOT INJURED","0828","2023-04-21","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","0929","1 - CLEAR"
"19503532","Yes","72751","DENTON","2023-04-21","N - NOT INJURED","1142","2023-04-21","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","60","1 - DRY","1230","1 - CLEAR"
"19504022","Yes","19497","DENTON","2023-04-21","N - NOT INJURED","1826","2023-04-21","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","FARM TO MARKET","4 OR MORE LANES, DIVIDED","45","1 - DRY","1917","1 - CLEAR"
"19504023","Yes","83664","DENTON","2023-04-21","B - SUSPECTED MINOR INJURY","2145","2023-04-21","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","2212","1 - CLEAR"
"19510420","Yes","83664","DENTON","2023-04-21","N - NOT INJURED","1745","2023-04-21","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1805","1 - CLEAR"
"19510932","Yes","27980","DENTON","2023-04-21","C - POSSIBLE INJURY","1603","2023-04-21","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","4 OR MORE LANES, DIVIDED","35","1 - DRY","1642","1 - CLEAR"
"19513465","Yes","83664","DENTON","2023-04-21","N - NOT INJURED","1738","2023-04-21","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1824","1 - CLEAR"
"19518182","Yes","37438","DENTON","2023-04-21","N - NOT INJURED","1558","2023-04-21","SAME DIRECTION - BOTH LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","1640","1 - CLEAR"
"19528934","Yes","No Data","DENTON","2023-04-21","N - NOT INJURED","1848","2023-04-21","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1910","1 - CLEAR"
"19528936","Yes","No Data","DENTON","2023-04-21","N - NOT INJURED","2024","2023-04-21","ONE MOTOR VEHICLE - GOING STRAIGHT","NON TRAFFICWAY","No Data","-1","98 - OTHER (EXPLAIN IN NARRATIVE)","2024","1 - CLEAR"
"19503799","Yes","No Data","DENTON","2023-04-22","N - NOT INJURED","0047","2023-04-22","ONE MOTOR VEHICLE - TURNING RIGHT","CITY STREET","No Data","30","1 - DRY","0144","1 - CLEAR"
"19528935","Yes","26619","DENTON","2023-04-22","N - NOT INJURED","1954","2023-04-22","SAME DIRECTION - BOTH LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","1954","1 - CLEAR"
"19536823","Yes","16835","DENTON","2023-04-22","N - NOT INJURED","2148","2023-04-22","ANGLE - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","2245","1 - CLEAR"
"19507693","Yes","54554","DENTON","2023-04-23","B - SUSPECTED MINOR INJURY","0420","2023-04-23","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","0927","3 - RAIN"
"19510421","Yes","No Data","DENTON","2023-04-23","N - NOT INJURED","0114","2023-04-23","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","35","1 - DRY","0146","1 - CLEAR"
"19513466","Yes","No Data","DENTON","2023-04-23","N - NOT INJURED","1827","2023-04-23","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1849","1 - CLEAR"
"19528931","Yes","14654","DENTON","2023-04-23","N - NOT INJURED","0213","2023-04-23","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","4 OR MORE LANES, UNDIVIDED","30","2 - WET","0318","3 - RAIN"
"19528932","Yes","84501","DENTON","2023-04-23","N - NOT INJURED","0329","2023-04-23","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","0408","3 - RAIN"
"19528937","Yes","104418","DENTON","2023-04-23","N - NOT INJURED","0543","2023-04-23","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","0618","3 - RAIN"
"19506556","Yes","102698","DENTON","2023-04-24","N - NOT INJURED","0800","2023-04-24","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0810","1 - CLEAR"
"19507178","Yes","No Data","DENTON","2023-04-24","B - SUSPECTED MINOR INJURY","1040","2023-04-24","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1114","1 - CLEAR"
"19507694","Yes","27522","DENTON","2023-04-24","N - NOT INJURED","0558","2023-04-24","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","0715","1 - CLEAR"
"19507698","Yes","13036","DENTON","2023-04-24","N - NOT INJURED","1431","2023-04-24","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","60","1 - DRY","1455","2 - CLOUDY"
"19508163","Yes","7324","DENTON","2023-04-24","N - NOT INJURED","0952","2023-04-24","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","2 LANE, 2 WAY","45","1 - DRY","1106","1 - CLEAR"
"19508178","Yes","72751","DENTON","2023-04-24","99 - UNKNOWN","1818","2023-04-24","ONE MOTOR VEHICLE - TURNING LEFT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1857","1 - CLEAR"
"19508179","Yes","28551","DENTON","2023-04-24","N - NOT INJURED","1602","2023-04-24","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1748","1 - CLEAR"
"19509928","Yes","84501","DENTON","2023-04-24","N - NOT INJURED","0804","2023-04-24","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1838","1 - CLEAR"
"19510456","Yes","26619","DENTON","2023-04-24","N - NOT INJURED","2219","2023-04-24","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","2316","1 - CLEAR"
"19515822","Yes","No Data","DENTON","2023-04-24","N - NOT INJURED","1204","2023-04-24","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","FARM TO MARKET","No Data","35","1 - DRY","1350","1 - CLEAR"
"19528933","Yes","4605","DENTON","2023-04-24","B - SUSPECTED MINOR INJURY","2153","2023-04-24","ONE MOTOR VEHICLE - GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","60","1 - DRY","2250","1 - CLEAR"
"19509489","Yes","No Data","DENTON","2023-04-25","B - SUSPECTED MINOR INJURY","1603","2023-04-25","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1645","1 - CLEAR"
"19509491","Yes","8562","DENTON","2023-04-25","B - SUSPECTED MINOR INJURY","1548","2023-04-25","ANGLE - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","2 LANE, 2 WAY","50","1 - DRY","1643","1 - CLEAR"
"19509930","Yes","83664","DENTON","2023-04-25","N - NOT INJURED","1950","2023-04-25","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","55","2 - WET","2043","3 - RAIN"
"19540678","Yes","54554","DENTON","2023-04-25","N - NOT INJURED","1030","2023-04-25","ANGLE - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1200","2 - CLOUDY"
"19510812","Yes","84501","DENTON","2023-04-26","C - POSSIBLE INJURY","0536","2023-04-26","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","0619","2 - CLOUDY"
"19510813","Yes","No Data","DENTON","2023-04-26","B - SUSPECTED MINOR INJURY","0712","2023-04-26","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0854","2 - CLOUDY"
"19510814","Yes","No Data","DENTON","2023-04-26","N - NOT INJURED","0759","2023-04-26","ONE MOTOR VEHICLE - TURNING RIGHT","INTERSTATE","No Data","30","2 - WET","0842","2 - CLOUDY"
"19517884","Yes","67764","DENTON","2023-04-26","N - NOT INJURED","0437","2023-04-26","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","3 - STANDING WATER","0940","3 - RAIN"
"19526287","Yes","102698","DENTON","2023-04-26","N - NOT INJURED","0418","2023-04-26","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","0452","3 - RAIN"
"19513626","Yes","No Data","DENTON","2023-04-27","N - NOT INJURED","1330","2023-04-27","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1444","2 - CLOUDY"
"19513639","Yes","84501","DENTON","2023-04-27","N - NOT INJURED","1430","2023-04-27","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1509","2 - CLOUDY"
"19518598","Yes","72751","DENTON","2023-04-27","N - NOT INJURED","0839","2023-04-27","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","60","1 - DRY","0908","2 - CLOUDY"
"19518650","Yes","11207","DENTON","2023-04-27","N - NOT INJURED","1341","2023-04-27","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","1435","2 - CLOUDY"
"19528939","Yes","9537","DENTON","2023-04-27","B - SUSPECTED MINOR INJURY","1711","2023-04-27","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","1733","1 - CLEAR"
"19528940","Yes","No Data","DENTON","2023-04-27","B - SUSPECTED MINOR INJURY","1712","2023-04-27","SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN","US & STATE HIGHWAYS","No Data","45","1 - DRY","1749","1 - CLEAR"
"19529610","Yes","No Data","DENTON","2023-04-27","N - NOT INJURED","1316","2023-04-27","ONE MOTOR VEHICLE - GOING STRAIGHT","NON TRAFFICWAY","No Data","-1","1 - DRY","1415","1 - CLEAR"
"19515825","Yes","11942","DENTON","2023-04-28","C - POSSIBLE INJURY","1506","2023-04-28","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1547","2 - CLOUDY"
"19516477","Yes","84501","DENTON","2023-04-28","N - NOT INJURED","1800","2023-04-28","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1920","1 - CLEAR"
"19517701","Yes","No Data","DENTON","2023-04-28","N - NOT INJURED","2100","2023-04-28","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","2140","1 - CLEAR"
"19517897","Yes","27522","DENTON","2023-04-28","N - NOT INJURED","1737","2023-04-28","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1839","2 - CLOUDY"
"19517900","Yes","67764","DENTON","2023-04-28","N - NOT INJURED","1700","2023-04-28","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","1935","3 - RAIN"
"19520282","Yes","No Data","DENTON","2023-04-28","N - NOT INJURED","1249","2023-04-28","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1319","2 - CLOUDY"
"19516483","Yes","25998","DENTON","2023-04-29","C - POSSIBLE INJURY","1017","2023-04-29","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1055","1 - CLEAR"
"19516485","Yes","No Data","DENTON","2023-04-29","99 - UNKNOWN","0930","2023-04-29","ONE MOTOR VEHICLE - OTHER","CITY STREET","No Data","30","99 - UNKNOWN","1140","1 - CLEAR"
